description,code
"['Hyper', 'S', 'Plen', 'Ismus', 'Hypers', 'Splen', 'Plenismus']",D73.1
"['Chronisch', '-kongestive', 'Spleno', 'Megalie']",D73.2
"['Abszess', 'Milz']",D73.3
"['Zyste', 'Milz']",D73.4
"['Infarz', 'Ierung', 'Milz']",D73.5
"['Sonstige', 'Krank', 'Heiten', 'Milz']",D73.8
"['Krankheit', 'Milz', 'nähern', 'bezeichnen']",D73.9
"['Methämog', 'Lobinämie']",D74
"['Angeborene', 'Methämog', 'Lobinämie']",D74.0
"['Sonstige', 'Methämog', 'Lobinämien']",D74.8
"['Methämog', 'Lobinämie', 'nähern', 'bezeichnen']",D74.9
"['Sonstige', 'Krank', 'Heiten', 'Blut', 'blut', 'bild', 'enden', 'blutbild', 'bildend', 'Organ']",D75
"['Familiäre', 'Erythrozytose']",D75.0
"['sekundär', 'Polyglobulie', '[']",D75.1
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Blut', 'blut', 'bild', 'enden', 'blutbild', 'bildend', 'Organ']",D75.8
"['Krankheit', 'Blut', 'blut', 'bild', 'enden', 'blutbild', 'bildend', 'Organ', 'nähern', 'bezeichnen']",D75.9
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Beteiligung', 'lympho', 'reti', 'kulären', 'lymphoreti', 'retikulären', 'Gewebe', 'retikulo', 'histio', 'zytären', 'retikulohistio', 'histiozytären', 'System']",D76
"['Hämophagozytäre', 'Lymphohistiozytose']",D76.1
"['Hämophagozytäres', 'Syndrom', 'Infektion']",D76.2
"['Sonstige', 'Histiozytose-', 'Syndrome']",D76.3
"['Zyto', 'Kinf', 'Reisetzungs', '-', 'Syndrom', 'Zytokinf', 'Kinfreisetzungs', 'Reisetzungs-', '-syndrom', '[', 'release', 'syndrome']",D76.4
"['Sonstige', 'Krank', 'Heiten', 'Blut', 'blut', 'bild', 'enden', 'blutbild', 'bildend', 'Organ', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",D77
['Zystitis'],N30
"['Akute', 'Zystitis']",N30.0
"['Interstitielle', 'Zystitis', '(']",N30.1
"['Sonstige', 'chronische', 'Zystitis']",N30.2
"['Trigonum', 'Zystitis']",N30.3
"['Strahl', 'Zystitis']",N30.4
"['Sonstige', 'Zystitis']",N30.8
"['Zystitis', 'nähern', 'bezeichnen']",N30.9
"['Neuro', 'Mus', 'Kuläre', 'Neuromus', 'muskulär', 'Dysfunktion', 'Harn', 'Blase', 'ander', 'orts', 'klassifizieren']",N31
"['Ungehemmte', 'neuro', 'gene', 'Blase', 'Entleerung', 'ander', 'orts', 'klassifizieren']",N31.0
"['Neuro', 'Gen', 'Reflex', 'Blase', 'ander', 'orts', 'klassifizieren']",N31.1
"['Schlaffe', 'neuro', 'gene', 'Harn', 'Blase', 'ander', 'orts', 'klassifizieren']",N31.2
"['Sonstige', 'neuro', 'muskuläre', 'Dysfunktion', 'Harnblase']",N31.8
"['Neuro', 'Mus', 'Kuläre', 'Neuromus', 'muskulär', 'Low', '-compliance-', 'Blase', 'Low-compliance-', '-compliance-Blase', 'organ', 'isch', 'fixieren']",N31.80
"['Hypo-', 'Akontra', 'Ktilität', 'Blase', 'Muskel', 'neuro', 'logisch', 'Substrat']",N31.81
"['Instabile', 'Blase', 'neuro', 'logisch', 'Substrat']",N31.82
"['Sonstige', 'neuro', 'muskuläre', 'Dysfunktion', 'Harnblase']",N31.88
"['Neuro', 'Mus', 'Kuläre', 'Neuromus', 'muskulär', 'Dysfunktion', 'Harn', 'Blase', 'nähern', 'bezeichnen']",N31.9
"['Sonstige', 'Krank', 'Heiten', 'Harnblase']",N32
"['Blase', 'Hals', 'Obstruktion', 'Blasenhals', 'Halsobstruktion']",N32.0
"['Vesiko', 'Inte', 'Stinal', 'Fistel', 'Vesikointe', 'Intestinal', 'Stinalfistel']",N32.1
"['Harn', 'Blase', 'Fistel', 'Harnblase', 'Blasenfistel', 'ander', 'orts', 'klassifizieren']",N32.2
"['Harn', 'Blase', 'Divertikel', 'Harnblase', 'Blasendivertikel']",N32.3
"['Harn', 'Blase', 'Ruptur', 'Harnblase', 'Blasenruptur', 'nicht', 'trauma', 'tisch', 'nichttrauma', 'traumatisch']",N32.4
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Harnblase']",N32.8
"['Krankheit', 'Harn', 'Blase', 'nähern', 'bezeichnen']",N32.9
"['Krank', 'Heiten', 'Harnblase', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",N33
"['Tuber', 'Kulöse', 'Zystitis', '(']",N33.0
"['Krank', 'Heiten', 'Harnblase', 'sonstig', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",N33.8
"['Urethritis', 'urethrales', 'Syndrom']",N34
"['Harn', 'Röhre', 'Abszess', 'Harnröhren', 'Röhrenabszess']",N34.0
"['Unspezifische', 'Urethritis']",N34.1
"['Sonstige', 'Urethritis']",N34.2
"['Urethrales', 'Syndrom', 'nähern', 'bezeichnen']",N34.3
"['Harn', 'Röhre', 'Striktur', 'Harnröhren', 'Röhrenstriktur']",N35
"['Post', 'Trauma', 'Tisch', 'Posttrauma', 'Traumatische', 'Harn', 'Röhre', 'Striktur', 'Harnröhren', 'Röhrenstriktur']",N35.0
"['Post', 'infektiös', 'Harn', 'Röhre', 'Striktur', 'Harnröhren', 'Röhrenstriktur', 'ander', 'orts', 'klassifizieren']",N35.1
"['Sonstige', 'Harn', 'Röhre', 'Striktur', 'Harnröhren', 'Röhrenstriktur']",N35.8
"['Harn', 'Röhre', 'Striktur', 'Harnröhren', 'Röhrenstriktur', 'nähern', 'bezeichnen']",N35.9
"['Sonstige', 'Krank', 'Heiten', 'Harn', 'Röhre']",N36
"['Harn', 'Röhre', 'Fistel', 'Harnröhren', 'Röhrenfistel']",N36.0
"['Harn', 'Röhre', 'Divertikel', 'Harnröhren', 'Röhrendivertikel']",N36.1
"['Harn', 'Röhre', 'K', 'Arunkel', 'Harnröhren', 'Röhrenk', 'Karunkel']",N36.2
"['Prolaps', 'Harn', 'Röhre', 'Schleim', 'Haut', 'Harnröhren', 'Röhrenschleim', 'Schleimhaut']",N36.3
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Harn', 'Röhre']",N36.8
"['Krankheit', 'Harn', 'Röhre', 'nähern', 'bezeichnen']",N36.9
"['Krank', 'Heiten', 'Harn', 'Röhre', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",N37
"['Urethritis', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",N37.0
"['Sonstige', 'Krank', 'Heiten', 'Harn', 'Röhre', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",N37.8
"['Sonstige', 'Krank', 'Heiten', 'Harn', 'System']",N39
"['Harnwegs', 'Infektion', 'Lokalisation', 'nähern', 'bezeichnen']",N39.0
"['Persistierende', 'Protein', 'Urie', 'nähern', 'bezeichnen']",N39.1
"['Orthostatische', 'Protein', 'Urie', 'nähern', 'bezeichnen']",N39.2
"['Belastungs', 'Inkontinenz', '[']",N39.3
"['Sonstige', 'nähern', 'bezeichnen', 'Harnin', 'Kontinenz']",N39.4
"['Reflexin', 'Kontinenz']",N39.40
"['Über', 'Lauf', 'In', 'Kontinenz', 'Überlauf', 'Laufin', 'Inkontinenz']",N39.41
"['Drang', 'In', 'Kontinenz', 'Drangin', 'Inkontinenz']",N39.42
"['Extraure', 'Thrale', 'Harnin', 'Kontinenz']",N39.43
"['Rezidiv', 'Inkontinenz']",N39.47
"['Sonstige', 'nähern', 'bezeichnen', 'Harnin', 'Kontinenz']",N39.48
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Harn', 'System']",N39.8
"['Flanke', 'Schmerz-', 'Hämaturie', 'Flankenschmerz-', 'Schmerz-hämaturie']",N39.81
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Harn', 'System']",N39.88
"['Krankheit', 'Harn', 'System', 'nähern', 'bezeichnen']",N39.9
"['Folge', 'Zustand', 'Tuber', 'Kulose']",B90
"['Folge', 'Zustand', 'Tuber', 'Kulose', 'Zentral', 'Nerv', 'System', 'Zentralnerven', 'Nervensystems']",B90.0
"['Folge', 'Zustand', 'Tuber', 'Kulose', 'Urogenital', 'System']",B90.1
"['Folge', 'Zustand', 'Tuber', 'Kulose', 'Knochen', 'Gelenk']",B90.2
"['Folge', 'Zustand', 'Tuber', 'Kulose', 'sonstig', 'Organ']",B90.8
"['Folge', 'Zustand', 'Tuber', 'Kulose', 'Atmungs', 'Organ', 'nähern', 'bezeichnen', 'Tuber', 'Kulose']",B90.9
"['Folge', 'Zustand', 'Poliomyelitis']",B91
"['Folge', 'Zustand', 'Lepra']",B92
"['Folge', 'Zustand', 'sonstig', 'nähern', 'bezeichnet', 'infektiös', 'parasitär', 'Krank', 'Heiten']",B94
"['Folge', 'Zustand', 'Trachoms']",B94.0
"['Folge', 'Zustand', 'Virusen', 'Zephalitis']",B94.1
"['Folge', 'Zustand', 'Virushepatitis']",B94.2
"['Folge', 'Zustand', 'sonstig', 'nähern', 'bezeichnet', 'infektiös', 'parasitär', 'Krank', 'Heiten']",B94.8
"['Folge', 'Zustand', 'nähern', 'bezeichnet', 'infektiös', 'parasitär', 'Krankheit']",B94.9
"['Poly', 'Arth', 'Rose', 'Polyarth', 'Arthrose']",M15
"['primär', 'general', 'isierte', '(', 'Arthrose']",M15.0
"['Heberden-', 'Knoten', '(', 'Arthropathie']",M15.1
"['Bouchard-', 'Knoten', '(', 'Arthropathie']",M15.2
"['sekundär', 'multiple', 'Arthrose']",M15.3
"['Erosive', '(', 'Arthrose']",M15.4
"['Sonstige', 'Poly', 'Arth', 'Rose', 'Polyarth', 'Arthrose']",M15.8
"['Poly', 'Arthrose', 'nähern', 'bezeichnen']",M15.9
"['Koxarthrose', '[', 'Hüft', 'Gelenk']",M16
"['primär', 'Koxarthrose', 'beidseitig']",M16.0
"['Sonstige', 'primäre', 'Koxarthrose']",M16.1
"['Koxarthrose', 'Folge', 'Dysplasie', 'beidseitig']",M16.2
"['Sonstige', 'dysplas', 'tische', 'Koxarthrose']",M16.3
"['Post', 'Trauma', 'Tisch', 'Posttrauma', 'Traumatische', 'Koxarthrose', 'beidseitig']",M16.4
"['Sonstige', 'post', 'trauma', 'tische', 'posttrauma', 'traumatisch', 'Koxarthrose']",M16.5
"['Sonstige', 'sekundäre', 'Koxarthrose', 'beidseitig']",M16.6
"['Sonstige', 'sekundäre', 'Koxarthrose']",M16.7
"['Koxarthrose', 'nähern', 'bezeichnen']",M16.9
"['Gonar', 'Throse', '[', 'Kniegelenkes']",M17
"['primär', 'Gonar', 'Throse', 'beidseitig']",M17.0
"['Sonstige', 'primäre', 'Gonar', 'Throse']",M17.1
"['Post', 'Trauma', 'Tisch', 'Posttrauma', 'Traumatische', 'Gonar', 'Throse', 'beidseitig']",M17.2
"['Sonstige', 'post', 'trauma', 'tische', 'posttrauma', 'traumatisch', 'Gonar', 'Throse']",M17.3
"['Sonstige', 'sekundäre', 'Gonar', 'Throse', 'beidseitig']",M17.4
"['Sonstige', 'sekundäre', 'Gonar', 'Throse']",M17.5
"['Gonar', 'Throse', 'nähern', 'bezeichnen']",M17.9
"['Rhizarth', 'Rose', '[', 'Daumen', 'Sattel', 'Gelenk', 'Daumensattel', 'Sattelgelenkes']",M18
"['primär', 'Rhizarthrose', 'beidseitig']",M18.0
"['Sonstige', 'primäre', 'Rhizarth', 'Rose']",M18.1
"['Post', 'Trauma', 'Tisch', 'Posttrauma', 'Traumatische', 'Rhizarthrose', 'beidseitig']",M18.2
"['Sonstige', 'post', 'trauma', 'tische', 'posttrauma', 'traumatisch', 'Rhizarth', 'Rose']",M18.3
"['Sonstige', 'sekundäre', 'Rhizarthrose', 'beidseitig']",M18.4
"['Sonstige', 'sekundäre', 'Rhizarth', 'Rose']",M18.5
"['Rhizarthrose', 'nähern', 'bezeichnen']",M18.9
"['Sonstige', 'Arthrose']",M19
"['primär', 'Arthrose', 'sonstig', 'Gelenk']",M19.0
"['Post', 'Trauma', 'Tisch', 'Posttrauma', 'Traumatische', 'Arthrose', 'sonstig', 'Gelenk']",M19.1
"['Sonstige', 'sekundäre', 'Arthrose']",M19.2
"['Sonstige', 'nähern', 'bezeichnen', 'Arthrose']",M19.8
"['Arthrose', 'nähern', 'bezeichnen']",M19.9
"['Synovitis', 'Tenosynovitis']",M65
"['Sehne', 'Scheide', 'Abszess', 'Sehnenscheiden', 'Scheidenabszess']",M65.0
"['Sonstige', 'infektiöse', '(']",M65.1
"['Tendinitis', 'calcarea']",M65.2
"['Schnellender', 'Finger']",M65.3
"['Tendo', 'Vaginitis', 'stenosans', '[', 'Quervain']",M65.4
"['Sonstige', 'Synovitis', 'Tenosynovitis']",M65.8
"['Synovitis', 'Tenosynovitis', 'nähern', 'bezeichnen']",M65.9
"['Spontanruptur', 'Synovialis', 'Sehne']",M66
"['Ruptur', 'Popliteal', 'Zyste']",M66.0
"['Ruptur', 'Synovialis']",M66.1
"['Spontanruptur', 'Streck', 'Sehne']",M66.2
"['Spontanruptur', 'Beuge', 'Sehne']",M66.3
"['Spontanruptur', 'sonstig', 'Sehne']",M66.4
"['Spontanruptur', 'nähern', 'bezeichnen', 'Sehne']",M66.5
"['Sonstige', 'Krank', 'Heiten', 'Synovialis', 'Sehne']",M67
"['Achillessehnen', 'Verkürzung', '(']",M67.0
"['Sonstige', 'Sehnen-', '(', 'Kontraktur']",M67.1
"['Hyper', 'Trophie', 'Synovialis', 'ander', 'orts', 'klassifizieren']",M67.2
"['Transitorische', 'Synovitis']",M67.3
['Ganglion'],M67.4
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Synovialis', 'Sehne']",M67.8
"['Krankheit', 'Synovialis', 'Sehne', 'nähern', 'bezeichnen']",M67.9
"['Krank', 'Heiten', 'Synovialis', 'Sehne', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",M68
"['Synovitis', 'Tenosynovitis', 'ander', 'orts', 'klassifizieren', 'bakteriell', 'Krank', 'Heiten']",M68.0
"['Sonstige', 'Krank', 'Heiten', 'Synovialis', 'Sehne', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",M68.8
['Essstörungen'],F50
"['Anorexia', 'nervosa']",F50.0
"['Anorexia', 'nervosa', 'restriktiver', 'Typ']",F50.00
"['Anorexia', 'nervosa', 'aktiv', 'Typ']",F50.01
"['Sonstige', 'nähern', 'bezeichnen', 'Anorexia', 'nervosa']",F50.08
"['Atypische', 'Anorexia', 'nervosa']",F50.1
"['Bulimia', 'nervosa']",F50.2
"['Atypische', 'Bulimia', 'nervosa']",F50.3
"['Essattacken', 'psych', 'ischen', 'Störung']",F50.4
"['Erbrechen', 'psych', 'ischen', 'Störung']",F50.5
"['Sonstige', 'Essstörungen']",F50.8
"['Essstörung', 'nähern', 'bezeichnen']",F50.9
"['Nicht', 'Orga', 'Nische', 'Nichtorga', 'Organische', 'Schlaf', 'Störung']",F51
"['Nicht', 'Orga', 'Nische', 'Nichtorga', 'Organische', 'Insomnie']",F51.0
"['Nicht', 'Orga', 'Nische', 'Nichtorga', 'Organische', 'Hyper', 'Somnie']",F51.1
"['Nicht', 'Orga', 'Nische', 'Nichtorga', 'Organische', 'Störung', 'Schlaf-', 'Wach', '-', 'Schlaf-wach', 'Wach-']",F51.2
"['Schlaf', 'Wandel', '[']",F51.3
"['Pavor', 'nocturnus']",F51.4
"['Albtraum', '[']",F51.5
"['Sonstige', 'nicht', 'orga', 'nische', 'nichtorga', 'organisch', 'Schlaf', 'Störung']",F51.8
"['Nicht', 'Orga', 'Nische', 'Nichtorga', 'Organische', 'Schlaf', 'Störung', 'nähern', 'bezeichnen']",F51.9
"['sexuell', 'Funktions', 'Störung', 'verursachen', 'organisch', 'Störung', 'Krankheit']",F52
"['Mangel', 'Verlust', 'sexuell', 'Verlangen']",F52.0
"['sexuell', 'Aversion', 'mangelnd', 'sexuelle', 'Befried', 'Igung']",F52.1
"['Versagen', 'genital', 'Reaktion']",F52.2
"['Orgas', 'Musstörung']",F52.3
"['Ejaculatio', 'praecox']",F52.4
"['Nicht', 'Organischer', 'Vagin', 'Ismus']",F52.5
"['Nicht', 'Orga', 'Nische', 'Nichtorga', 'Organische', 'Dyspareunie']",F52.6
"['Geste', 'I', 'Gertes', 'Gestei', 'Igertes', 'sexuell', 'Verlangen']",F52.7
"['Sonstige', 'sexuelle', 'Funktions', 'Störung', 'verursachen', 'organisch', 'Störung', 'Krankheit']",F52.8
"['Nicht', 'nähern', 'bezeichnen', 'sexuelle', 'Funktions', 'Störung', 'verursachen', 'organisch', 'Störung', 'Krankheit']",F52.9
"['Psychische', 'Verhalten', 'Störung', 'Woche', 'Bett', 'ander', 'orts', 'klassifizieren']",F53
"['leicht', 'psych', 'ische', 'Verhalten', 'Störung', 'Woche', 'Bett', 'ander', 'orts', 'klassifizieren']",F53.0
"['Schwere', 'psych', 'ische', 'Verhalten', 'Störung', 'Woche', 'Bett', 'ander', 'orts', 'klassifizieren']",F53.1
"['Sonstige', 'psych', 'ische', 'Verhalten', 'Störung', 'Woche', 'Bett', 'ander', 'orts', 'klassifizieren']",F53.8
"['Psychische', 'Störung', 'Woche', 'Bett', 'nähern', 'bezeichnen']",F53.9
"['Psycho', 'logisch', 'Faktor', 'Verhalten', 'Faktor', 'ander', 'orts', 'klassifizieren', 'Krank', 'Heiten']",F54
"['Schädlicher', 'Gebrauch', 'nicht', 'abhängigkeits', 'erzeugend', 'nichtabhängigkeits', 'abhängigkeitserzeugenden', 'Substanz']",F55
"['Anti', 'De', 'Pressiva', 'Antide', 'Depressiva']",F55.0
['Laxanzien'],F55.1
"['Anal', 'Getika']",F55.2
['Antazida'],F55.3
['Vitamin'],F55.4
"['Steroide', 'Hormon']",F55.5
"['Pflanze', 'Natur', 'Heil', 'Mittel', 'Naturheil', 'Heilmittel']",F55.6
"['Sonstige', 'Substanz']",F55.8
"['Nicht', 'nähern', 'bezeichnen', 'Substanz']",F55.9
"['Nicht', 'nähern', 'bezeichnen', 'Verhalten', 'Auffälligkeiten', 'körper', 'lichen', 'Störung', 'Faktor']",F59
"['Verbrennung', 'Verätzungen', 'mehrer', 'Körper', 'Region']",T29
"['Verbrennung', 'mehrer', 'Körper', 'Region', 'nähern', 'bezeichnen', 'Grad']",T29.0
"['Verbrennung', 'mehrer', 'Körper', 'Region', 'wobei', 'höchstens', 'Verbrennung', '1.', 'Grad', 'angeben']",T29.1
"['Verbrennung', 'mehrer', 'Körper', 'Region', 'wobei', 'höchstens', 'Verbrennung', '2.', 'Grad', 'angeben']",T29.2
"['Verbrennung', 'mehrer', 'Körper', 'Region', 'wobei', 'höchstens', 'Verbrennung', 'Grad', '2', 'a', 'angeben']",T29.20
"['Verbrennung', 'mehrer', 'Körper', 'Region', 'wobei', 'höchstens', 'Verbrennung', 'Grad', '2b', 'angeben']",T29.21
"['Verbrennung', 'mehrer', 'Körper', 'Region', 'wobei', 'mindestens', 'Verbrennung', '3.', 'Grad', 'angeben']",T29.3
"['Verätzungen', 'mehrer', 'Körper', 'Region', 'nähern', 'bezeichnen', 'Grad']",T29.4
"['Verätzungen', 'mehrer', 'Körper', 'Region', 'wobei', 'höchstens', 'Verätzungen', '1.', 'Grad', 'angeben']",T29.5
"['Verätzungen', 'mehrer', 'Körper', 'Region', 'wobei', 'höchstens', 'Verätzungen', '2.', 'Grad', 'angeben']",T29.6
"['Verätzungen', 'mehrer', 'Körper', 'Region', 'wobei', 'höchstens', 'Verätzungen', 'Grad', '2', 'a', 'angeben']",T29.60
"['Verätzungen', 'mehrer', 'Körper', 'Region', 'wobei', 'höchstens', 'Verätzungen', 'Grad', '2b', 'angeben']",T29.61
"['Verätzungen', 'mehrer', 'Körper', 'Region', 'wobei', 'mindestens', 'Verätzung', '3.', 'Grad', 'angeben']",T29.7
"['Verbrennung', 'Verätzung', 'Körper', 'Region', 'nähern', 'bezeichnen']",T30
"['Verbrennung', 'nähern', 'bezeichnen', 'Grad', 'Körper', 'Region', 'nähern', 'bezeichnen']",T30.0
"['Verbrennung', '1.', 'Grad', 'Körper', 'Region', 'nähern', 'bezeichnen']",T30.1
"['Verbrennung', '2.', 'Grad', 'Körper', 'Region', 'nähern', 'bezeichnen']",T30.2
"['Verbrennung', 'Grad', '2a', 'Körper', 'Region', 'nähern', 'bezeichnen']",T30.20
"['Verbrennung', 'Grad', '2', 'b', 'Körper', 'Region', 'nähern', 'bezeichnen']",T30.21
"['Verbrennung', '3.', 'Grad', 'Körper', 'Region', 'nähern', 'bezeichnen']",T30.3
"['Verätzung', 'nähern', 'bezeichnen', 'Grad', 'Körper', 'Region', 'nähern', 'bezeichnen']",T30.4
"['Verätzung', '1.', 'Grad', 'Körper', 'Region', 'nähern', 'bezeichnen']",T30.5
"['Verätzung', '2.', 'Grad', 'Körper', 'Region', 'nähern', 'bezeichnen']",T30.6
"['Verätzung', 'Grad', '2a', 'Körper', 'Region', 'nähern', 'bezeichnen']",T30.60
"['Verätzung', 'Grad', '2', 'b', 'Körper', 'Region', 'nähern', 'bezeichnen']",T30.61
"['Verätzung', '3.', 'Grad', 'Körper', 'Region', 'nähern', 'bezeichnen']",T30.7
"['Verbrennung', 'klassifizieren', 'Ausmaß', 'betr', 'offen', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T31
"['Verbrennung', '10', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T31.0
"['Verbrennung', '10', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T31.1
"['Verbrennung', '20', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T31.2
"['Verbrennung', '30', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T31.3
"['Verbrennung', '40', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T31.4
"['Verbrennung', '50', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T31.5
"['Verbrennung', '60', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T31.6
"['Verbrennung', '70', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T31.7
"['Verbrennung', '80', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T31.8
"['Verbrennung', '90', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T31.9
"['Verätzungen', 'klassifizieren', 'Ausmaß', 'betr', 'offen', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T32
"['Verätzungen', '10', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T32.0
"['Verätzungen', '10', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T32.1
"['Verätzungen', '20', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T32.2
"['Verätzungen', '30', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T32.3
"['Verätzungen', '40', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T32.4
"['Verätzungen', '50', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T32.5
"['Verätzungen', '60', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T32.6
"['Verätzungen', '70', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T32.7
"['Verätzungen', '80', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T32.8
"['Verätzungen', '90', '%', 'Körper', 'Ober', 'Fläche', 'Körperober', 'Oberfläche']",T32.9
['Cholelithiasis'],K80
"['Galle', 'Blase', 'Stein', 'Gallenblasen', 'Blasenstein', 'akut', 'Cholezystitis']",K80.0
"['Galle', 'Blase', 'Stein', 'Gallenblasen', 'Blasenstein', 'sonstig', 'Cholezystitis']",K80.1
"['Galle', 'Blase', 'Stein', 'Gallenblasen', 'Blasenstein', 'Cholezystitis']",K80.2
"['Galle', 'Gang', 'Stein', 'Gallengangs', 'Gangsstein', 'Cholangitis']",K80.3
"['Galle', 'Gang', 'Stein', 'Gallengangs', 'Gangsstein', 'Cholezystitis']",K80.4
"['Galle', 'Gang', 'Stein', 'Gallengangs', 'Gangsstein', 'Cholangitis', 'Cholezystitis']",K80.5
"['Sonstige', 'Cholelithiasis']",K80.8
['Cholezystitis'],K81
"['Akute', 'Cholezystitis']",K81.0
"['chronisch', 'Cholezystitis']",K81.1
"['Sonstige', 'Form', 'Cholezystitis']",K81.8
"['Cholezystitis', 'nähern', 'bezeichnen']",K81.9
"['Sonstige', 'Krank', 'Heiten', 'Galle', 'Blase']",K82
"['Verschluss', 'Galle', 'Blase']",K82.0
"['Hydrops', 'Galle', 'Blase']",K82.1
"['Perforation', 'Galle', 'Blase']",K82.2
"['Galle', 'Blase', 'Fistel', 'Gallenblasen', 'Blasenfistel']",K82.3
"['Cholesteatose', 'Galle', 'Blase']",K82.4
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Galle', 'Blase']",K82.8
"['Krankheit', 'Galle', 'Blase', 'nähern', 'bezeichnen']",K82.9
"['Sonstige', 'Krank', 'Heiten', 'Galle', 'Weg']",K83
['Cholangitis'],K83.0
"['Primär', 'sklerosierende', 'Cholangitis']",K83.00
"['Sekundär', 'sklerosierende', 'Cholangitis']",K83.01
"['Sonstige', 'Cholangitis']",K83.08
"['Cholangitis', 'nähern', 'bezeichnen']",K83.09
"['Verschluss', 'Galle', 'Gang']",K83.1
"['Perforation', 'Galle', 'Gang']",K83.2
"['Fistel', 'Galle', 'Gang']",K83.3
"['Spasmus', 'Sphinkter', 'Oddi']",K83.4
"['Biliäre', 'Zyste']",K83.5
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Galle', 'Weg']",K83.8
"['Krankheit', 'Galle', 'Weg', 'nähern', 'bezeichnen']",K83.9
"['Akute', 'Pank', 'Reatitis']",K85
"['Idio', 'Pathische', 'akut', 'Pank', 'Reatitis']",K85.0
"['Biliäre', 'akut', 'Pank', 'Reatitis']",K85.1
"['Alkohol', 'induziert', 'akut', 'Pank', 'Reatitis']",K85.2
"['Medikamenten-', 'induzieren', 'akut', 'Pank', 'Reatitis']",K85.3
"['Sonstige', 'akut', 'Pank', 'Reatitis']",K85.8
"['Akute', 'Pankreatitis', 'nähern', 'bezeichnen']",K85.9
"['Sonstige', 'Krank', 'Heiten', 'Pankreas']",K86
"['Alkohol', 'induziert', 'chronische', 'Pank', 'Reatitis']",K86.0
"['Sonstige', 'chronische', 'Pank', 'Reatitis']",K86.1
"['Pankreas', 'Zyste']",K86.2
"['Pseudozyste', 'Pankreas']",K86.3
"['Sonstige', 'nähern', 'bezeichnen', 'Krank', 'Heiten', 'Pankreas']",K86.8
"['Pank', 'Reas', 'Gangstein', 'Pankreas', 'Reasgangstein', 'Pank', 'Reas', 'Gang', 'Stenose', 'Pankreas', 'Reasgang', 'Gangstenose']",K86.80
"['Pank', 'Reas', 'Gangstein', 'Pankreas', 'Reasgangstein', 'Pank', 'Reas', 'Gang', 'Stenose', 'Pankreas', 'Reasgang', 'Gangstenose']",K86.81
"['Sonstige', 'Pank', 'Reas', 'Gang', 'Stenose', 'Pankreas', 'Reasgang', 'Gangstenose']",K86.82
"['Exokrine', 'Pank', 'Reas', 'Ins', 'Uffizienz', 'Pankreas', 'Reasins', 'Insuffizienz']",K86.83
